ID,Wikidata ID,Name,Wikidata Name,Beziehung Namen,von,bis,Jahre plausibel,typ
1931_15278,Q361550,Adolf Fisch,Adolf Fischer (Genealoge),unklar,1925-04-29,-,nein,Mensch
1931_15278,Q361553,Adolf Fisch,Adolf Fischer (Politiker),unklar,1807-07-17,-,nein,Mensch
1931_15284,Q67861,Fanny Fisch,Fanny Fischer,unklar,1986-09-07,-,nein,Mensch
1931_15285,Q78587,Franz Fisch,Franz Fischler,unklar,1946-09-23,-,nein,Mensch
1931_15285,Q76601,Franz Fisch,Franz Fischer,unklar,1877-03-19,1947-12-01,plausibel,Mensch
1931_15285,Q237550,Franz Fisch,Franz Fischer,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15285,Q1446778,Franz Fisch,Franz Fischer (Archäologe),unklar,1925-01-07,-,nein,Mensch
1931_15285,Q15810217,Franz Fisch,Franz Fischer,unklar,-,-,unbekannt,Mensch
1931_15285,Q15810218,Franz Fisch,Franz Fischer,unklar,-,-,unbekannt,Mensch
1931_15285,Q15810216,Franz Fisch,Franz Fischer,unklar,-,-,unbekannt,Mensch
1931_15286,Q78587,Franz Fisch,Franz Fischler,unklar,1946-09-23,-,nein,Mensch
1931_15286,Q76601,Franz Fisch,Franz Fischer,unklar,1877-03-19,1947-12-01,plausibel,Mensch
1931_15286,Q237550,Franz Fisch,Franz Fischer,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15286,Q1446778,Franz Fisch,Franz Fischer (Archäologe),unklar,1925-01-07,-,nein,Mensch
1931_15286,Q15810217,Franz Fisch,Franz Fischer,unklar,-,-,unbekannt,Mensch
1931_15286,Q15810218,Franz Fisch,Franz Fischer,unklar,-,-,unbekannt,Mensch
1931_15286,Q15810216,Franz Fisch,Franz Fischer,unklar,-,-,unbekannt,Mensch
1931_15288,Q1511910,Jacob Fisch,Jacob Fischer,unklar,-,-,unbekannt,Mensch
1931_15289,Q1894144,Marcus Fisch,Marcus Fischer,unklar,1980-08-12,-,nein,Mensch
1931_15290,Q1389799,Max Fisch,Max Fischer,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15290,Q1912500,Max Fisch,Max Fischer (SPD),unklar,-,-,unbekannt,Mensch
1931_15290,Q105348,Max Fisch,Max Fischer,unklar,1927-05-06,-,nein,Mensch
1931_15290,Q1029116,Max Fisch,Max Fischer,unklar,-,-,unbekannt,Mensch
1931_15290,Q1912499,Max Fisch,Max Fischer,unklar,-,-,unbekannt,Mensch
1931_15294,Q95541,Samuel Fisch,Samuel Fischer,unklar,1859-12-24,1934-10-15,plausibel,Mensch
1931_15294,Q1737684,Samuel Fisch,Samuel Fischer,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15294,Q1668137,Samuel Fisch,Samuel Fischer,unklar,1547-11-25,1600-06-22,nein,Mensch
1931_15310,Q1679011,Jakob Fische,Jakob Fischer-Rhein,unklar,-,-,unbekannt,Mensch
1931_15310,Q2500317,Jakob Fische,Urbaum der Apfelsorte Jakob Fischer,unklar,-,-,unbekannt,-
1931_15310,Q1679013,Jakob Fische,Jakob Fischer (Landwirt),unklar,-,-,unbekannt,Mensch
1931_15310,Q1518680,Jakob Fische,Jakob Fischer,unklar,-,-,unbekannt,Apfel
1931_15319,Q1712606,Julius Fischel,Julius Fischel,identisch,-,-,unbekannt,Mensch
1931_15329,Q331432, Fischer,Fischer,unklar,-,-,unbekannt,-
1931_15329,Q223999, Fischer,Fischer,unklar,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15329,Q11231408, Fischer,Fischer,unklar,-,-,unbekannt,Familienname
1931_15329,Q1419966, Fischer,Fischer,unklar,-,-,unbekannt,Adelsgeschlecht
1931_15329,Q271598, Fischer,Fischernetz,unklar,-,-,unbekannt,-
1931_15329,Q180538, Fischer,Fischerei,unklar,-,-,unbekannt,-
1931_15329,Q326561, Fischer,Trawler,unklar,-,-,unbekannt,-
1931_15334,Q2644972,Alfred Fischer,Alfred Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15334,Q4485180,Alfred Fischer,Alfred Fischer,identisch,1907-12-14,1945-07-28,plausibel,Mensch
1931_15334,Q15301643,Alfred Fischer,Alfred Fischer,identisch,1858-12-17,1913-03-27,nein,Mensch
1931_15334,Q89945,Alfred Fischer,Alfred Fischer,identisch,1919-12-14,2004-06-17,plausibel,Mensch
1931_15334,Q118031,Alfred Fischer,Alfred Fischer,identisch,1881-08-29,1950-04-10,plausibel,Mensch
1931_15336,Q17310361,Arnold Fischer,Arnold Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15336,Q695150,Arnold Fischer,Arnold Fischer,identisch,-,-,unbekannt,Mensch
1931_15338,Q709362,Arthur Fischer,Arthur Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15338,Q709367,Arthur Fischer,Arthur Fischer-Colbrie,unklar,1895-07-25,1968-12-30,plausibel,Mensch
1931_15338,Q709366,Arthur Fischer,Arthur Fischer (Maler),unklar,-,-,unbekannt,Mensch
1931_15339,Q761253,August Fischer,August Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15339,Q88283,August Fischer,August Fischer,identisch,1865-02-14,1949-02-14,plausibel,Mensch
1931_15339,Q761257,August Fischer,August Fischer (FDP),unklar,-,-,unbekannt,Mensch
1931_15339,Q761258,August Fischer,August Fischer (Bürgermeister),unklar,-,-,unbekannt,Mensch
1931_15339,Q761251,August Fischer,August Fischer (Apotheker),unklar,-,1940-12-12,plausibel,Mensch
1931_15339,Q761255,August Fischer,August Fischer (Bildhauer),unklar,-,-,unbekannt,Mensch
1931_15342,Q827570,Berta Fischer,Berta Wirthel,unklar,1900-01-12,-,nein,Mensch
1931_15343,Q827883,Berthold Fischer,Berthold Fischer,identisch,1807-01-21,-,nein,Mensch
1931_15345,Q94622,Betty Fischer,Betty Fischer,identisch,1887-10-12,-,nein,Mensch
1931_15349,Q1160669,Daniel Fischer,Daniel Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15349,Q1160674,Daniel Fischer,Daniel Fischer (Skirennläufer),unklar,-,-,unbekannt,Mensch
1931_15349,Q1160670,Daniel Fischer,Daniel Fischer (Moderator),unklar,-,-,unbekannt,Mensch
1931_15349,Q1160672,Daniel Fischer,Daniel Fischer (Rechtsanwalt),unklar,-,-,unbekannt,Mensch
1931_15350,Q3047623,Edith Fischer,Edith Fischer,identisch,1935-02-18,-,nein,Mensch
1931_15351,Q115780,Eduard Fischer,Eduard Fischer,identisch,1861-06-16,1939-11-18,plausibel,Mensch
1931_15351,Q1288320,Eduard Fischer,Eduard Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15351,Q1288334,Eduard Fischer,Eduard Fischer von Röslerstamm,unklar,-,-,unbekannt,Mensch
1931_15351,Q1288325,Eduard Fischer,Eduard Fischer (Daimler),unklar,-,-,unbekannt,Mensch
1931_15351,Q1288322,Eduard Fischer,Eduard Fischer (Autor),unklar,1896-01-21,1981-09-19,plausibel,Mensch
1931_15351,Q2691117,Eduard Fischer,Eduard Fischer (Jesuit),unklar,-,-,unbekannt,Mensch
1931_15355,Q70554,Emil Fischer,Emil Fischer,identisch,1852-10-09,1919-07-15,nein,Mensch
1931_15355,Q1176159,Emil Fischer,Emil Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15356,Q338412,Erich Fischer,Erich Fischer,identisch,-,-,unbekannt,Mensch
1931_15356,Q104155,Erich Fischer,Erich Fischer,identisch,1910-07-03,-,nein,Mensch
1931_15356,Q1352174,Erich Fischer,Erich Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15356,Q1352175,Erich Fischer,Erich Fischer (Musikwissenschaftler),unklar,-,-,unbekannt,Mensch
1931_15357,Q79072,Ernst Fischer,Ernst Fischer,identisch,1899-07-03,1972-07-31,plausibel,Mensch
1931_15357,Q1358078,Ernst Fischer,Ernst Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15357,Q16831245,Ernst Fischer,Ernst Fischer,identisch,1910-09-19,2006-09-26,plausibel,Mensch
1931_15357,Q1237346,Ernst Fischer,Ernst Fischer,identisch,-,-,unbekannt,Mensch
1931_15357,Q1358077,Ernst Fischer,Ernst Fischer (Komponist),unklar,1900-04-10,1975-07-10,plausibel,Mensch
1931_15358,Q1362918,Erwin Fischer,Erwin Fischer,identisch,-,-,unbekannt,Mensch
1931_15359,Q61570,Eugen Fischer,Eugen Fischer,identisch,1874-07-05,1967-07-09,plausibel,Mensch
1931_15359,Q43765,Eugen Fischer,Eugen Fischer,identisch,1899-03-03,1973-03-19,plausibel,Mensch
1931_15359,Q1372501,Eugen Fischer,Eugen Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15359,Q15432651,Eugen Fischer,Eugen Fischer (Chemiker),unklar,-,-,unbekannt,Mensch
1931_15359,Q97858,Eugen Fischer,Eugen Fischer-Baling,unklar,1881-01-01,1964-01-01,plausibel,Mensch
1931_15360,Q61570,Eugen Fischer,Eugen Fischer,identisch,1874-07-05,1967-07-09,plausibel,Mensch
1931_15360,Q43765,Eugen Fischer,Eugen Fischer,identisch,1899-03-03,1973-03-19,plausibel,Mensch
1931_15360,Q1372501,Eugen Fischer,Eugen Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15360,Q15432651,Eugen Fischer,Eugen Fischer (Chemiker),unklar,-,-,unbekannt,Mensch
1931_15360,Q97858,Eugen Fischer,Eugen Fischer-Baling,unklar,1881-01-01,1964-01-01,plausibel,Mensch
1931_15361,Q67861,Fanny Fischer,Fanny Fischer,identisch,1986-09-07,-,nein,Mensch
1931_15362,Q67861,Fanny Fischer,Fanny Fischer,identisch,1986-09-07,-,nein,Mensch
1931_15363,Q1307435,Felix Fischer,Felix Fischer,identisch,-,-,unbekannt,Mensch
1931_15363,Q120168,Felix Fischer,Felix Fischer,identisch,1983-02-27,-,nein,Mensch
1931_15364,Q1444882,Frieda Fischer,Frieda Fischer,identisch,-,-,unbekannt,Mensch
1931_15365,Q61687,Fritz Fischer,Fritz Fischer,identisch,1908-03-05,1999-12-01,plausibel,Mensch
1931_15365,Q61533,Fritz Fischer,Fritz Fischer,identisch,1912-10-05,2003-01-01,plausibel,Mensch
1931_15365,Q682275,Fritz Fischer,Fritz Fischer,identisch,1956-09-22,-,nein,Mensch
1931_15365,Q409417,Fritz Fischer,Fritz Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15365,Q15810765,Fritz Fischer,Fritz Fischer,identisch,-,-,unbekannt,Mensch
1931_15365,Q117871,Fritz Fischer,Fritz Fischer,identisch,-,-,unbekannt,Mensch
1931_15366,Q821367,Georg Fischer,Georg Fischer,identisch,1960-11-10,-,nein,Mensch
1931_15366,Q1504217,Georg Fischer,Georg Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15366,Q680802,Georg Fischer,Georg Fischer AG,unklar,-,-,unbekannt,Gesellschaft
1931_15366,Q15811695,Georg Fischer,Georg Fischer Verlag,unklar,-,-,unbekannt,Verlag
1931_15366,Q1504213,Georg Fischer,Georg Fischer (Unternehmer),unklar,-,-,unbekannt,Mensch
1931_15366,Q1504206,Georg Fischer,Georg Fischer (Mediziner),unklar,1836-02-06,-,nein,Mensch
1931_15371,Q110976,Heinrich Fischer,Heinrich Fischer,identisch,1817-12-19,1886-02-02,nein,Mensch
1931_15371,Q1597226,Heinrich Fischer,Heinrich Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15371,Q1597227,Heinrich Fischer,Heinrich Fischer,identisch,1896-08-22,1974-03-16,plausibel,Mensch
1931_15371,Q1552678,Heinrich Fischer,Heinrich Fischer,identisch,-,-,unbekannt,Mensch
1931_15371,Q1437179,Heinrich Fischer,Heinrich Fischer,identisch,-,-,unbekannt,Mensch
1931_15371,Q15451771,Heinrich Fischer,Heinrich Fischer (Senator),unklar,-,-,unbekannt,Mensch
1931_15372,Q11753,Heinz Fischer,Heinz Fischer,identisch,1938-10-09,-,nein,Mensch
1931_15372,Q1600212,Heinz Fischer,Heinz Fischer,identisch,1964-09-11,-,nein,Mensch
1931_15372,Q1232957,Heinz Fischer,Heinz Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15372,Q1600211,Heinz Fischer,Heinz Fischer-Karwin,unklar,-,-,unbekannt,Mensch
1931_15372,Q1600210,Heinz Fischer,Heinz Fischer-Heidlberger,unklar,1952-06-05,-,nein,Mensch
1931_15374,Q236549,Helene Fischer,Helene Fischer,identisch,1984-08-05,-,nein,Mensch
1931_15374,Q1601959,Helene Fischer,Helene Fischer/Diskografie,,,
1931_15375,Q236549,Helene Fischer,Helene Fischer,identisch,1984-08-05,-,nein,Mensch
1931_15375,Q1601959,Helene Fischer,Helene Fischer/Diskografie,,,
1931_15376,Q109341,Herbert Fischer,Herbert Fischer,identisch,-,-,unbekannt,Mensch
1931_15376,Q1608249,Herbert Fischer,Herbert Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15376,Q126828,Herbert Fischer,Herbert Fischer,identisch,1882-10-12,1939-10-23,plausibel,Mensch
1931_15376,Q1608259,Herbert Fischer,Herbert Fischerauer,unklar,-,-,unbekannt,Mensch
1931_15376,Q1608251,Herbert Fischer,Herbert Fischer-Solms,unklar,-,-,unbekannt,Mensch
1931_15376,Q1608256,Herbert Fischer,Herbert Fischer (Polizeibeamter),unklar,-,-,unbekannt,Mensch
1931_15377,Q3134153,Hermann Fischer,Hermann Fischer,identisch,1894-02-19,1968-03-12,plausibel,Mensch
1931_15377,Q163390,Hermann Fischer,Hermann Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15377,Q1611060,Hermann Fischer,Hermann Fischer,identisch,1922-02-26,-,nein,Mensch
1931_15377,Q1601581,Hermann Fischer,Hermann Fischer,identisch,-,-,unbekannt,Mensch
1931_15377,Q1537744,Hermann Fischer,Hermann Fischer,identisch,-,-,unbekannt,Mensch
1931_15377,Q1611065,Hermann Fischer,Hermann Fischer,identisch,-,-,unbekannt,Mensch
1931_15377,Q1110767,Hermann Fischer,Hermann Fischer,identisch,-,-,unbekannt,Mensch
1931_15378,Q1384043,Hugo Fischer,Hugo Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15378,Q1635027,Hugo Fischer,Hugo Fischer,identisch,-,-,unbekannt,Mensch
1931_15378,Q1413631,Hugo Fischer,Hugo Fischer,identisch,-,-,unbekannt,Mensch
1931_15378,Q101380,Hugo Fischer,Hugo Fischer-Köppe,unklar,-,-,unbekannt,Mensch
1931_15379,Q1511910,Jacob Fischer,Jacob Fischer,identisch,-,-,unbekannt,Mensch
1931_15380,Q1511910,Jacob Fischer,Jacob Fischer,identisch,-,-,unbekannt,Mensch
1931_15381,Q1518680,Jakob Fischer,Jakob Fischer,identisch,-,-,unbekannt,Apfel
1931_15381,Q1679011,Jakob Fischer,Jakob Fischer-Rhein,unklar,-,-,unbekannt,Mensch
1931_15381,Q2500317,Jakob Fischer,Urbaum der Apfelsorte Jakob Fischer,unklar,-,-,unbekannt,-
1931_15381,Q1679013,Jakob Fischer,Jakob Fischer (Landwirt),unklar,-,-,unbekannt,Mensch
1931_15384,Q1712607,Julius Fischer,Julius Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15384,Q1458297,Julius Fischer,Julius Fischer,identisch,1856-07-30,1916-10-30,nein,Mensch
1931_15384,Q1314899,Julius Fischer,Julius Fischer,identisch,-,-,unbekannt,Mensch
1931_15384,Q1712609,Julius Fischer,Julius Fischer (SDAP),unklar,-,-,unbekannt,Mensch
1931_15384,Q1712608,Julius Fischer,Julius Fischer (Geistlicher),unklar,-,-,unbekannt,Mensch
1931_15385,Q1712607,Julius Fischer,Julius Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15385,Q1458297,Julius Fischer,Julius Fischer,identisch,1856-07-30,1916-10-30,nein,Mensch
1931_15385,Q1314899,Julius Fischer,Julius Fischer,identisch,-,-,unbekannt,Mensch
1931_15385,Q1712609,Julius Fischer,Julius Fischer (SDAP),unklar,-,-,unbekannt,Mensch
1931_15385,Q1712608,Julius Fischer,Julius Fischer (Geistlicher),unklar,-,-,unbekannt,Mensch
1931_15390,Q1819635,Leopold Fischer,Leopold Fischer,identisch,-,-,unbekannt,Mensch
1931_15394,Q1370140,Margarete Fischer,Margarete Fischer-Bosch,unklar,1888-08-02,1972-01-19,plausibel,Mensch
1931_15396,Q1757037,Martin Fischer,Martin Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15396,Q15834183,Martin Fischer,Martin Fischer,identisch,-,-,unbekannt,Mensch
1931_15396,Q384215,Martin Fischer,Martin Fischer,identisch,1986-07-21,-,nein,Mensch
1931_15396,Q1553964,Martin Fischer,Martin Fischer,identisch,-,-,unbekannt,Mensch
1931_15396,Q1767625,Martin Fischer,Martin Fischer,identisch,-,-,unbekannt,Mensch
1931_15397,Q1757037,Martin Fischer,Martin Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15397,Q15834183,Martin Fischer,Martin Fischer,identisch,-,-,unbekannt,Mensch
1931_15397,Q384215,Martin Fischer,Martin Fischer,identisch,1986-07-21,-,nein,Mensch
1931_15397,Q1553964,Martin Fischer,Martin Fischer,identisch,-,-,unbekannt,Mensch
1931_15397,Q1767625,Martin Fischer,Martin Fischer,identisch,-,-,unbekannt,Mensch
1931_15398,Q1389799,Max Fischer,Max Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15398,Q105348,Max Fischer,Max Fischer,identisch,1927-05-06,-,nein,Mensch
1931_15398,Q1029116,Max Fischer,Max Fischer,identisch,-,-,unbekannt,Mensch
1931_15398,Q1912499,Max Fischer,Max Fischer,identisch,-,-,unbekannt,Mensch
1931_15398,Q1912500,Max Fischer,Max Fischer (SPD),unklar,-,-,unbekannt,Mensch
1931_15402,Q1454337,Norbert Fischer,Norbert Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15402,Q1496623,Norbert Fischer,Norbert Fischer,identisch,-,-,unbekannt,Mensch
1931_15402,Q1996748,Norbert Fischer,Norbert Fischer (Jurist),unklar,-,-,unbekannt,Mensch
1931_15407,Q347846,Robert Fischer,Robert Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15407,Q1467749,Robert Fischer,Robert Fischer,identisch,-,-,unbekannt,Mensch
1931_15407,Q1751004,Robert Fischer,Robert Fischer,identisch,1829-07-19,1905-02-04,nein,Mensch
1931_15407,Q2157098,Robert Fischer,Robert Fischer (Richter),unklar,1911-08-22,1983-03-04,plausibel,Mensch
1931_15407,Q2157100,Robert Fischer,Robert Fischer (Schriftsteller),unklar,-,-,unbekannt,Mensch
1931_15407,Q2157092,Robert Fischer,Robert Fischer (Jurist),unklar,1904-12-01,1987-05-16,plausibel,Mensch
1931_15407,Q2157090,Robert Fischer,Robert Fischer (Filmpublizist),unklar,-,-,unbekannt,Mensch
1931_15408,Q347846,Robert Fischer,Robert Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15408,Q1467749,Robert Fischer,Robert Fischer,identisch,-,-,unbekannt,Mensch
1931_15408,Q1751004,Robert Fischer,Robert Fischer,identisch,1829-07-19,1905-02-04,nein,Mensch
1931_15408,Q2157098,Robert Fischer,Robert Fischer (Richter),unklar,1911-08-22,1983-03-04,plausibel,Mensch
1931_15408,Q2157100,Robert Fischer,Robert Fischer (Schriftsteller),unklar,-,-,unbekannt,Mensch
1931_15408,Q2157092,Robert Fischer,Robert Fischer (Jurist),unklar,1904-12-01,1987-05-16,plausibel,Mensch
1931_15408,Q2157090,Robert Fischer,Robert Fischer (Filmpublizist),unklar,-,-,unbekannt,Mensch
1931_15411,Q243356,Rudolf Fischer,Rudolf Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15411,Q102452,Rudolf Fischer,Rudolf Fischer,identisch,1901-03-06,1957-06-04,plausibel,Mensch
1931_15411,Q101992,Rudolf Fischer,Rudolf Fischer,identisch,1913-07-13,2003-07-29,plausibel,Mensch
1931_15411,Q12354690,Rudolf Fischer,Rudolf Fischer,identisch,1944-01-01,-,nein,Mensch
1931_15411,Q1533455,Rudolf Fischer,Rudolf Fischer,identisch,1920-04-27,1998-12-12,plausibel,Mensch
1931_15411,Q1582175,Rudolf Fischer,Rudolf Fischer,identisch,-,-,unbekannt,Mensch
1931_15411,Q1670210,Rudolf Fischer,Rudolf Fischer,identisch,-,-,unbekannt,Mensch
1931_15412,Q71775,Ruth Fischer,Ruth Fischer,identisch,1895-12-11,1961-03-13,plausibel,Mensch
1931_15415,Q95541,Samuel Fischer,Samuel Fischer,identisch,1859-12-24,1934-10-15,plausibel,Mensch
1931_15415,Q1737684,Samuel Fischer,Samuel Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15415,Q1668137,Samuel Fischer,Samuel Fischer,identisch,1547-11-25,1600-06-22,nein,Mensch
1931_15416,Q7510623,Siegfried Fischer,Siegfried Fischer,identisch,1918-11-27,1998-03-26,plausibel,Mensch
1931_15416,Q1705738,Siegfried Fischer,Siegfried Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15416,Q2283326,Siegfried Fischer,Siegfried Fischer (Diplomat),unklar,-,-,unbekannt,Mensch
1931_15416,Q108925,Siegfried Fischer,S. Fischer-Fabian,unklar,1922-09-22,2011-11-16,plausibel,Mensch
1931_15417,Q7510623,Siegfried Fischer,Siegfried Fischer,identisch,1918-11-27,1998-03-26,plausibel,Mensch
1931_15417,Q1705738,Siegfried Fischer,Siegfried Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15417,Q2283326,Siegfried Fischer,Siegfried Fischer (Diplomat),unklar,-,-,unbekannt,Mensch
1931_15417,Q108925,Siegfried Fischer,S. Fischer-Fabian,unklar,1922-09-22,2011-11-16,plausibel,Mensch
1931_15418,Q7510623,Siegfried Fischer,Siegfried Fischer,identisch,1918-11-27,1998-03-26,plausibel,Mensch
1931_15418,Q1705738,Siegfried Fischer,Siegfried Fischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15418,Q2283326,Siegfried Fischer,Siegfried Fischer (Diplomat),unklar,-,-,unbekannt,Mensch
1931_15418,Q108925,Siegfried Fischer,S. Fischer-Fabian,unklar,1922-09-22,2011-11-16,plausibel,Mensch
1931_15470,Q15432342,Rudolf Flach,Rudolf Flach,identisch,-,-,unbekannt,Mensch
1931_15535,Q16937670,Fritz Flato,Fritz Flato,identisch,-,-,unbekannt,Mensch
1931_15540,Q57215,Alfred Flatow,Alfred Flatow,identisch,1869-10-03,1942-12-28,plausibel,Mensch
1931_15541,Q57215,Alfred Flatow,Alfred Flatow,identisch,1869-10-03,1942-12-28,plausibel,Mensch
1931_15542,Q57215,Alfred Flatow,Alfred Flatow,identisch,1869-10-03,1942-12-28,plausibel,Mensch
1931_15626,Q88533,Jakob Fleck,Jakob Fleck,identisch,1881-11-08,1953-09-19,plausibel,Mensch
1931_15643,Q1177430,David Fleischer,David von Fletscher,unklar,-,-,unbekannt,Mensch
1931_15644,Q1177430,David Fleischer,David von Fletscher,unklar,-,-,unbekannt,Mensch
1931_15650,Q1466235,Fritz Fleischer,Fritz Fleischer KG,unklar,-,-,unbekannt,-
1931_15651,Q1466235,Fritz Fleischer,Fritz Fleischer KG,unklar,-,-,unbekannt,-
1931_15657,Q1472504,Hans Fleischer,Hans Fleischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15657,Q120612,Hans Fleischer,Hans Fleischer,identisch,-,-,unbekannt,Mensch
1931_15657,Q1579496,Hans Fleischer,Hans Fleischer (Politiker),unklar,1906-07-07,1984-03-01,plausibel,Mensch
1931_15657,Q1579493,Hans Fleischer,Hans Fleischer (Komponist),unklar,1896-11-10,1981-02-20,plausibel,Mensch
1931_15658,Q1472504,Hans Fleischer,Hans Fleischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15658,Q120612,Hans Fleischer,Hans Fleischer,identisch,-,-,unbekannt,Mensch
1931_15658,Q1579496,Hans Fleischer,Hans Fleischer (Politiker),unklar,1906-07-07,1984-03-01,plausibel,Mensch
1931_15658,Q1579493,Hans Fleischer,Hans Fleischer (Komponist),unklar,1896-11-10,1981-02-20,plausibel,Mensch
1931_15659,Q1472504,Hans Fleischer,Hans Fleischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15659,Q120612,Hans Fleischer,Hans Fleischer,identisch,-,-,unbekannt,Mensch
1931_15659,Q1579496,Hans Fleischer,Hans Fleischer (Politiker),unklar,1906-07-07,1984-03-01,plausibel,Mensch
1931_15659,Q1579493,Hans Fleischer,Hans Fleischer (Komponist),unklar,1896-11-10,1981-02-20,plausibel,Mensch
1931_15670,Q15439881,Jenny Fleischer,Jenny Fleischer-Alt,unklar,-,-,unbekannt,Mensch
1931_15671,Q15439881,Jenny Fleischer,Jenny Fleischer-Alt,unklar,-,-,unbekannt,Mensch
1931_15672,Q15439881,Jenny Fleischer,Jenny Fleischer-Alt,unklar,-,-,unbekannt,Mensch
1931_15689,Q93788,Max Fleischer,Max Fleischer,identisch,1883-07-19,1972-09-11,plausibel,Mensch
1931_15689,Q11771859,Max Fleischer,Max Fleischer,identisch,1861-07-04,1930-04-03,nein,Mensch
1931_15689,Q182096,Max Fleischer,Max Fleischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15689,Q1912505,Max Fleischer,Max Fleischer,identisch,1841-03-29,1905-12-18,nein,Mensch
1931_15690,Q93788,Max Fleischer,Max Fleischer,identisch,1883-07-19,1972-09-11,plausibel,Mensch
1931_15690,Q11771859,Max Fleischer,Max Fleischer,identisch,1861-07-04,1930-04-03,nein,Mensch
1931_15690,Q182096,Max Fleischer,Max Fleischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15690,Q1912505,Max Fleischer,Max Fleischer,identisch,1841-03-29,1905-12-18,nein,Mensch
1931_15691,Q93788,Max Fleischer,Max Fleischer,identisch,1883-07-19,1972-09-11,plausibel,Mensch
1931_15691,Q11771859,Max Fleischer,Max Fleischer,identisch,1861-07-04,1930-04-03,nein,Mensch
1931_15691,Q182096,Max Fleischer,Max Fleischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15691,Q1912505,Max Fleischer,Max Fleischer,identisch,1841-03-29,1905-12-18,nein,Mensch
1931_15692,Q93788,Max Fleischer,Max Fleischer,identisch,1883-07-19,1972-09-11,plausibel,Mensch
1931_15692,Q11771859,Max Fleischer,Max Fleischer,identisch,1861-07-04,1930-04-03,nein,Mensch
1931_15692,Q182096,Max Fleischer,Max Fleischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
1931_15692,Q1912505,Max Fleischer,Max Fleischer,identisch,1841-03-29,1905-12-18,nein,Mensch
1931_15693,Q93788,Max Fleischer,Max Fleischer,identisch,1883-07-19,1972-09-11,plausibel,Mensch
1931_15693,Q11771859,Max Fleischer,Max Fleischer,identisch,1861-07-04,1930-04-03,nein,Mensch
1931_15693,Q182096,Max Fleischer,Max Fleischer,identisch,-,-,unbekannt,Wikimedia-Begriffsklärungsseite
